customer_city,total_sales
jau,9460.560000000001
caxias do sul,36033.19
sanclerlandia,419.79
piracicaba,49173.47000000001
frutuoso gomes,79.99
anta gorda,577.6999999999999
alegre,2884.0700000000006
ferraz de vasconcelos,15549.530000000002
jaguariaiva,1634.5900000000001
ouro branco,4419.2300000000005
jandira,8260.470000000001
cantagalo,2329.42
tejupa,335.18
ivoti,1235.1100000000001
alto parnaiba,777.79
itaquaquecetuba,18889.92
erechim,6420.8899999999985
crateus,2407.76
caieiras,12662.83
osorio,6251.239999999998
itamaraju,1304.23
resende costa,224.79000000000002
alem paraiba,2870.5600000000004
ibirite,7241.58
taiobeiras,2684.71
posse,3520.3499999999995
lagoa santa,8378.599999999997
dracena,4538.05
cachoeirinha,9297.25
caxambu,1700.7300000000002
iacanga,329.39
campos do jordao,3201.1000000000004
nossa senhora do socorro,2282.92
saquarema,4534.05
paracambi,6571.96
itapeva,6635.930000000001
santo estevao,979.81
mata,399.85
paraiso do tocantins,1799.0400000000002
irece,1729.52
vicosa,16125.150000000001
sitio novo do tocantins,314.9
santa barbara,4608.210000000001
jatai,10040.37
ribeira,209.28
vespasiano,5953.69
gaspar,10623.339999999998
schroeder,1168.69
pirangi,1055.0900000000001
ibiuna,3439.5200000000004
riacho de santana,1194.7
cunha pora,645.42
santa isabel,2785.6600000000003
salto,10184.029999999999
quatro bocas,1486.99
ilha solteira,2299.4400000000005
iuna,131.0
mario campos,618.64
dias d avila,45.0
sidrolandia,1557.76
pirapora,6803.069999999999
tres coracoes,4493.83
rio de janeiro,955847.360000002
humaita,285.85
palmas,19341.999999999996
sete lagoas,17263.350000000002
joao pessoa,51502.14999999999
guaxupe,6081.169999999999
bayeux,808.0499999999998
belo horizonte,346039.04000000015
cocal do sul,2015.29
prata,1099.48
tres de maio,1969.05
laranjeiras do sul,1995.5699999999997
presidente venceslau,2940.19
araraquara,19871.850000000002
sarandi,1912.32
bandeirantes,1818.1
martinopolis,3708.09
valente,3209.5800000000004
sao joao da barra,2115.54
fernando prestes,591.48
antonina,2077.57
monte azul paulista,2887.9100000000008
ipaussu,1228.72
piuma,2216.1800000000003
ibirama,1026.5
machadinho d'oeste,396.98
sao jorge d'oeste,89.9
santa vitoria do palmar,1750.7500000000002
santo anastacio,1884.6000000000004
pindorama,368.9
vera,262.79
capelinha,2562.9599999999996
olho d'agua das cunhas,312.99
carajas,483.22
congonhinhas,285.70000000000005
sapeacu,246.79000000000002
osvaldo cruz,1786.4599999999998
estrela,2113.2
miguel calmon,616.64
aparecida,3740.96
sao jose do norte,548.5
bom retiro,70.0
aramina,97.9
divinolandia,1370.6800000000003
cacador,4569.38
campos gerais,457.15999999999997
monte santo de minas,869.28
crixas,893.68
jaru,660.59
mariano moro,125.0
divino,1208.5900000000001
capoeiras,143.0
cerqueira cesar,3701.5200000000004
limoeiro,511.59
potim,249.8
cristalina,2112.65
imbituva,740.67
mirante do paranapanema,199.70000000000002
coaraci,1201.8799999999999
serrana,917.9
iacri,56.98
lavras da mangabeira,827.88
tuparendi,183.49
presidente dutra,2195.7799999999997
bilac,680.62
oleo,59.9
sertao,309.49
oeiras,553.44
monte belo,1109.78
igreja nova,208.0
bonito,2910.96
angical,269.9
marmeleiro,698.4399999999999
tres lagoas,7431.32
jaguarembe,33.99
itamarandiba,1706.99
arembepe,429.7
flores da cunha,1439.4500000000003
castilho,2822.21
passagem,1199.0
firminopolis,613.49
vacaria,2294.08
dias d'avila,2468.4500000000003
taquarivai,674.89
sao roque do canaa,348.0
pinhalao,1894.94
florinia,41.5
pitangueiras,1362.6200000000001
ibicoara,299.2
santa rita do passa quatro,2123.97
senador firmino,138.57
campos sales,1543.9
planaltina do parana,10.75
morro agudo de goias,32.9
capitao eneas,65.6
parnaiba,3910.11
jaguare,1193.9500000000003
cotriguacu,167.66
colombia,377.72
victor graeff,142.8
viana,3994.79
entre rios de minas,1503.8600000000001
cerro largo,712.87
juina,4695.32
vila valerio,1369.3999999999999
caetanopolis,664.5699999999999
estiva gerbi,964.26
ituporanga,3225.1600000000003
clementina,397.53999999999996
florestopolis,492.7
espumoso,1210.71
santa teresa,1117.3600000000001
lagoa real,410.0
pindai,134.8
ipiranga do sul,109.9
mutum,1397.9400000000003
santa luzia do parua,79.9
colonia castrolanda,824.03
goianesia,1987.48
sao manuel,3052.3900000000003
balneario pinhal,898.57
aparecida do taboado,2531.9000000000005
jaci,115.89
joaquim nabuco,234.87
paranapua,64.99000000000001
igarape,1734.47
medianeira,2883.53
sao cristovao,618.69
guarda-mor,83.9
dom basilio,100.28
morro agudo,1670.95
iturama,1655.5500000000002
tapejara,1521.0300000000002
quixere,744.3
senhor do bonfim,2387.38
sao lourenco da mata,1190.96
aimores,951.37
barbalha,1302.98
eldorado,530.6700000000001
werneck,403.89
bady bassitt,517.8
bom jesus,2555.96
vargem alta,278.89
itacare,808.1899999999999
bonito de santa fe,119.6
carmo do rio claro,1642.4199999999998
chapadao do sul,1569.79
palmeira das missoes,1559.51
curiuva,295.70000000000005
regente feijo,897.01
agua branca,401.69
placas,220.29000000000002
chapada do norte,373.9
arandu,235.6
luiziania,225.49
boa vista das missoes,349.9
itubera,100.73
chopinzinho,142.38
aperibe,1464.94
santa quiteria,849.6700000000001
alto parana,389.9
nova aurora,1065.8899999999999
entre folhas,84.99
turvania,83.7
inhapi,979.9
potengi,245.89000000000001
palmital,1939.1600000000003
dom eliseu,343.87
sobralia,24.9
nova ponte,1409.4900000000002
riacho das almas,203.9
lagoa d'anta,170.0
witmarsum,147.79000000000002
campos novos,1929.6900000000003
abaete,1597.8100000000002
anitapolis,608.99
alianca do tocantins,162.79
barra do ribeiro,553.78
piraquara,1604.51
mojui dos campos,119.59
cambe,3930.6699999999996
ibiracatu,129.99
sao bernardo,706.79
ipora do oeste,509.85
sao joao do manhuacu,154.8
vilhena,1973.9499999999998
bonito de minas,99.99
belo vale,313.8
piquete,771.09
massaranduba,347.86
girau do ponciano,39.9
novo progresso,2219.0099999999998
campos de julio,934.8
planalto,807.68
sao joao dos patos,1333.0800000000002
caxias,1790.55
garuva,1467.38
santa ines,1520.78
piranga,316.19000000000005
novo sao joaquim,292.59999999999997
rio novo do sul,531.68
parelhas,1233.8899999999999
tangara,354.9
uruacu,1750.0200000000002
raul soares,1115.51
ibira,739.8299999999999
pau dos ferros,2745.55
formoso,867.99
terra rica,644.67
santo amaro,1805.9300000000003
balneario arroio do silva,379.88
pontal do parana,1084.26
urandi,707.94
milagres,836.54
campo verde,781.38
penha,2092.3900000000003
pedro de toledo,733.22
guarani,2164.42
paulistana,862.6700000000001
corguinho,225.41
icem,885.97
ferros,119.6
porto calvo,323.39
veranopolis,2394.0400000000004
jesuania,327.97999999999996
sao jose de uba,478.89
santa isabel do rio preto,739.9
brasilia de minas,671.7399999999999
matias barbosa,2169.8599999999997
rio manso,815.5600000000001
congonhal,455.84000000000003
bituruna,433.38
trombas,16.97
itapecerica,1363.28
bonfinopolis de minas,1387.2
nova olinda do maranhao,1546.4
joaquim tavora,317.98
prudente de morais,139.0
cajobi,1018.43
sao joao de iracema,168.38
california da barra,871.97
rodeio,849.66
humildes,249.99
presidente alves,112.61
entre rios do oeste,93.88999999999999
tres pontas,2228.21
santo antonio do jardim,231.03
itapemirim,372.69999999999993
dom pedrito,1461.93
iguaba grande,2348.6000000000004
rio do pires,552.8
duere,115.9
januaria,3471.23
santa leopoldina,89.9
montalvania,352.2
cabaceiras do paraguacu,31.9
balsamo,1257.23
maua da serra,129.99
guidoval,364.9
angulo,294.7
palmitos,667.9
presidente medici,224.89000000000001
santa helena de goias,1499.7300000000002
olaria,79.9
sorriso,3342.7500000000005
agudos,1265.3
santo antonio do amparo,376.72
venda branca,117.3
vianopolis,529.67
chui,818.6999999999999
horizontina,576.54
jundiai do sul,337.96999999999997
orizania,129.95
batalha,214.79000000000002
jatauba,126.89000000000001
matozinhos,750.65
jaupaci,89.9
porto uniao,3023.6499999999996
claro dos pocoes,99.99
monte castelo,169.5
jucurutu,632.98
arroio dos ratos,1034.1799999999998
moreira sales,345.67
jequitai,204.18
mandaguacu,3222.0
beberibe,1736.7
acailandia,937.79
ico,1990.88
frederico westphalen,1053.45
francisco badaro,367.46
arinos,752.0699999999999
ibatiba,1518.7800000000002
terra nova do norte,408.8
grao para,220.8
analandia,511.03
jose da penha,159.99
cristal,533.0
antunes,119.8
serra do ramalho,317.09000000000003
cambara,803.1700000000001
reginopolis,1552.99
altos,1345.39
guaramirim,1377.08
lavinia,326.8
piranguinho,1475.65
monte carlo,309.5
governador celso ramos,389.97
iramaia,154.9
santa clara do sul,339.99
igarata,764.0899999999999
paraipaba,558.97
garrafao do norte,662.89
santo antonio do grama,239.9
romaria,264.9
pedro osorio,692.4499999999999
campo ere,560.6
passo de torres,587.99
ipu,379.88
pedro leopoldo,5057.01
rosario do ivai,29.0
mangaratiba,974.8400000000001
pontes e lacerda,1556.77
guaracai,541.49
minacu,1561.62
pariquera-acu,1765.1
pio ix,149.99
santa maria da serra,143.64000000000001
quatigua,251.70000000000002
bariri,2706.4500000000003
paraiso,850.68
sao roque de minas,169.89
taquari,1619.28
iretama,117.3
bastos,1399.6000000000001
umbauba,178.9
presidente getulio,654.18
iapu,383.15000000000003
sao marcos,816.42
esmeraldas,1780.97
caiaponia,352.78
potirendaba,707.32
herval d'oeste,1106.7399999999998
goioere,1935.2800000000002
vitorino freire,1588.0
glorinha,249.8
indaial,3334.7400000000002
quitandinha,368.9
tupi paulista,459.41
virginopolis,614.64
alvinopolis,807.0600000000001
brejo da madre de deus,410.79999999999995
senador canedo,1375.57
buenopolis,1231.38
guapiacu,906.98
sarzedo,987.93
sao clemente,139.8
ipora,2220.88
rubim,213.89
motuca,158.9
goias,1084.21
pendencias,326.5
colmeia,105.0
peixoto de azevedo,357.70000000000005
encruzilhada do sul,903.99
sao joao nepomuceno,2594.0000000000005
sao joaquim de bicas,1663.2800000000002
sao simao,1536.59
cidade ocidental,705.38
carnauba dos dantas,129.99
santa albertina,686.39
eloi mendes,1795.39
dom feliciano,452.04999999999995
jacareacanga,49.0
paraibuna,1610.99
pouso alto,251.0
canelinha,933.94
jacare,810.04
mirassol,5850.889999999999
suzanapolis,76.9
paraiso do norte,187.82000000000002
cambira,432.0
serra talhada,2053.18
cristais,208.7
rolandia,5133.9400000000005
siqueira campos,1478.08
santos dumont,2056.3
mari,264.55
turmalina,1121.69
conceicao,114.49
sao goncalo do abaete,177.99
alagoa nova,113.0
girua,1335.2800000000002
ivinhema,243.69000000000003
itobi,472.67999999999995
santana da boa vista,79.89
itapecuru mirim,552.97
pontalina,405.0
sao bento do sul,4869.900000000001
macedonia,334.21000000000004
itabirito,5012.23
bom jesus da lapa,2829.63
avelar,606.0
corumbatai,49.59
itagiba,126.89000000000001
ivate,273.98
santa mercedes,226.99
conquista,453.88
bela cruz,899.9
chapada,1463.19
domingos martins,1188.3
chapadao do ceu,1108.57
campos belos,788.0699999999999
sao luis do paraitinga,882.49
andira,1462.18
tijucas,3504.7400000000002
crato,3100.6600000000003
tapirai,108.65
artur nogueira,5949.700000000001
maragogi,1897.0500000000002
laranjal paulista,2209.33
sao sebastiao da amoreira,45.0
serrania,345.89
frei inocencio,644.29
rio das pedras,1027.64
sucesso,352.9
planaltina,754.24
sao joao do sobrado,55.92
itaipulandia,195.17
picos,3300.4300000000003
simao dias,828.48
tarumirim,775.49
rio maria,352.88
virgem da lapa,737.9
formosa do rio preto,1398.13
porto murtinho,55.0
camanducaia,2180.6699999999996
arroio trinta,169.9
ponte nova,6847.889999999999
santa cruz do rio pardo,2442.48
aracuai,1362.9800000000002
saltinho,1164.79
caldeirao grande,224.9
nova canaa do norte,149.77999999999997
xanxere,4175.87
camamu,1411.82
campo bom,4264.8099999999995
ipe,173.9
santa vitoria,4083.7699999999995
vila muriqui,731.76
lajeado grande,130.0
cidade gaucha,798.3900000000001
miguelopolis,1984.27
ibipora,1303.3799999999999
passa tres,63.85
lagoa da prata,1685.6899999999998
russas,3843.8700000000003
paiva,146.2
santo antonio do pinhal,1128.9
monte alegre de minas,213.68
capanema,1078.5700000000002
indiana,343.89
cachoeira do sul,4480.320000000001
realeza,1264.26
cajazeiras,1818.16
itatinga,1760.15
coromandel,2403.9300000000003
juru,890.0
apiaca,434.28
lago da pedra,840.37
conceicao do formoso,195.99
santo amaro da imperatriz,2972.31
jeremoabo,922.0799999999999
jacupiranga,785.8
castro alves,58.9
dom aquino,449.79999999999995
aguia branca,12.9
jardinopolis,1600.0500000000002
itutinga,69.9
taguatinga,784.8899999999999
carrancas,134.79
caldeirao grande do piaui,110.0
manhumirim,2461.7799999999997
espigao alto do iguacu,158.9
juruaia,380.78000000000003
jambeiro,329.26000000000005
lins,9162.66
cruz,1480.58
pires ferreira,18.95
raposos,1009.52
conceicao do mato dentro,1317.91
aracatu,75.99
porto rico,299.0
porecatu,735.4200000000001
saubara,179.9
rodelas,404.9
pacaembu,1505.29
sao joao da mata,174.78
fernandopolis,7415.159999999999
piumhi,195.73000000000002
sao lourenco,4207.99
reserva do cabacal,383.9
ze doca,688.5999999999999
conceicao do castelo,507.83000000000004
guara,931.5899999999999
cachoeiras de macacu,1918.2600000000004
rio casca,317.43
alterosa,252.3
capinzal,1220.5500000000002
carmo da mata,459.69999999999993
sirinhaem,571.88
foz do jordao,49.0
joao neiva,724.9300000000001
orleans,1408.59
juruena,319.9
colina,608.6800000000001
icara,2317.34
bonfim,319.74
aurora,739.59
lagoa dos gatos,969.99
acarau,1364.96
laranjal do jari,318.8
manga,378.8
xavantina,176.02
pato bragado,86.69999999999999
tucurui,4976.699999999999
ituacu,398.5
pedrinopolis,481.01
palmeira d'oeste,319.17999999999995
italva,1243.09
conceicao da aparecida,866.08
sao goncalo do rio abaixo,802.2
rosana,236.60000000000002
porangaba,166.39
holambra ii,919.68
itirucu,653.28
major vieira,256.89
alexandria,159.8
boa esperanca do sul,836.9
nova esperanca do sul,259.40000000000003
matipo,491.18999999999994
porto real,1484.6000000000001
urupes,1150.14
monsenhor paulo,53.99
aguas de sao pedro,274.99
astolfo dutra,1294.5200000000002
leandro ferreira,208.9
cachoeira,479.79
perdigao,284.5
sao romao,388.49
uchoa,582.64
breves,609.0
rio branco do sul,418.57
salto do ceu,140.39000000000001
mucurici,259.8
sao joao,1299.0900000000001
santo antonio do sudoeste,208.95
maristela,639.3199999999999
farol,126.99
jardim do serido,445.9
general salgado,493.59000000000003
brejo grande,249.0
silvianopolis,132.5
santo antonio das queimadas,84.99
sao jose da tapera,109.9
boa viagem,450.99
acreuna,1070.4299999999998
primeiro de maio,1216.6699999999998
travessao,414.09000000000003
papucaia,1126.77
gabriel monteiro,34.9
grao mogol,899.8
nazare,419.84000000000003
arenapolis,328.85
barro alto,189.89
caldas,489.70000000000005
conservatoria,864.09
rafard,556.4000000000001
santa izabel do oeste,319.89
antonio carlos,245.70000000000002
ministro andreazza,69.9
bandeirantes do tocantins,369.98
bento de abreu,327.98
santana do araguaia,392.79999999999995
nova santa rita,968.76
pires do rio,3500.83
campos verdes,385.6
garopaba,2669.1000000000004
messias targino,59.9
lagarto,1955.43
jaguaribara,98.0
camutanga,295.8
pedregulho,1039.4
moreilandia,230.9
conchal,2075.24
campinas do sul,1398.8899999999999
iacu,340.7
marinopolis,158.88
jaguaruana,1155.15
lagoinha do piaui,115.0
corrego danta,25.4
pocrane,172.99
itarana,789.37
joselandia,73.35
vicentinopolis,384.79999999999995
acucena,38.0
sao bentinho,35.0
pilar do sul,1002.3599999999999
nova independencia,23.9
capim branco,152.78
espigao do oeste,706.68
hidrolandia,1012.76
guaratuba,1821.88
tenente ananias,229.9
altinopolis,1428.8
tiangua,2377.09
surubim,546.87
gramado dos loureiros,209.99
goiandira,94.9
mogi-mirim,89.8
aguas de santa barbara,154.9
valentim gentil,372.03000000000003
guiricema,149.9
vitoria do mearim,14.0
santo antonio do aracangua,1099.0
paracuru,550.89
capitao poco,405.38
guaiuba,695.0
matupa,871.17
mutuipe,448.79
reserva do iguacu,14.0
piedade,2523.870000000001
pompeu,1055.1799999999998
agua clara,219.89000000000001
madre de deus,633.32
breu branco,481.74
itamonte,883.15
jatoba,565.29
sao geraldo da piedade,139.8
taquaritinga do norte,2064.91
itanhandu,1830.08
palmares,1206.8200000000002
frei rogerio,99.9
inaja,426.29999999999995
macaiba,574.44
ipero,2659.2799999999997
paripueira,349.9
mercedes,213.9
tres arroios,170.27
gravatal,1260.2700000000002
pedro gomes,113.0
caceres,4750.19
japura,408.5
tres passos,1270.21
riachuelo,39.97
missao velha,14.99
antonio prado de minas,282.0
bocaiuva,1618.27
pouso redondo,597.29
salto de pirapora,970.59
lagoa grande,3079.25
itapiranga,2667.1799999999994
goianorte,184.99
pinheiro machado,542.89
parati,2779.7
florida paulista,353.78999999999996
caem,57.9
dona euzebia,316.89
santa cruz do capibaribe,2169.37
formosa do oeste,69.9
itaquitinga,64.89
acegua,209.9
abelardo luz,679.6999999999999
ielmo marinho,148.70000000000002
acu,455.59000000000003
grajau,652.79
correia pinto,1454.2300000000002
ourizona,143.8
nova era,2074.71
cortes,249.89000000000001
guapiara,210.29000000000002
igarassu,1826.38
balneario rincao,393.0
chapada dos guimaraes,754.8
cristais paulista,543.78
sanharo,1748.0
bocaina,1506.8000000000002
ipameri,2100.55
serio,22.9
guaraciaba do norte,605.15
terenos,62.89
sao miguel dos campos,813.36
malacacheta,1355.65
novo mundo,59.15
inocencia,36.9
jenipapo de minas,7.48
mundo novo,1102.99
conceicao do jacuipe,177.89
camaqua,1693.85
iguatu,3676.19
trombudo central,182.89
alagoa grande,139.99
sao jorge do patrocinio,89.9
barra do choca,799.0
francisco sa,532.8
carlos chagas,124.80000000000001
dumont,289.70000000000005
santana do mundau,1052.8
fraiburgo,2028.57
matrincha,163.29
cumari,199.9
maragogipe,152.8
sapucaia,626.65
embu,1517.88
jamaica,59.0
tuiuti,49.0
presidente tancredo neves,234.68
fartura,1771.41
jucas,325.0
colider,2161.73
buritizeiro,2611.19
cacequi,286.99
igaratinga,253.52
conselheiro pena,2000.56
teixeiras,483.58000000000004
curvelandia,189.0
camocim de sao felix,362.9
abaiara,262.9
maravilhas,420.81
piacabucu,228.9
rolante,874.2499999999999
ocara,109.88999999999999
ibate,1512.6000000000001
santa rita do araguaia,800.25
quixeramobim,859.79
sao jose de mipibu,821.69
carmo de minas,643.96
bacabal,3243.71
agisse,43.0
guarei,1098.29
ibiai,556.89
vila flor,99.73
picarras,155.0
guaratinga,42.99
tacaratu,204.89000000000001
severinia,466.13
cardoso moreira,500.02000000000004
itapoa,849.67
varjota,748.97
palmeira d oeste,49.9
porto ferreira,1646.22
altonia,494.9
tabuleiro do norte,44.99
pojuca,1481.0900000000001
mansidao,49.0
marituba,1224.29
carbonita,755.87
utinga,323.89
cesario lange,1966.5000000000002
luz,166.9
rio fortuna,469.39
arroio do sal,918.97
paty do alferes,2234.66
barao de cocais,1958.4
campos borges,825.89
ritapolis,145.69
paula candido,129.0
santo cristo,609.45
abadia dos dourados,358.9
sucupira do norte,319.9
brotas de macaubas,168.0
sao jose do calcado,970.18
gaurama,277.88
manoel urbano,194.99
fatima,511.8
esperantina,499.1
ouro verde de minas,80.78999999999999
figueiropolis d'oeste,77.98
campinacu,179.9
divinolandia de minas,219.59
arraial d ajuda,72.62
barro,621.89
navirai,1910.88
tacuru,120.0
ibirarema,426.88
maripa,361.97
cardoso,944.81
casa nova,1126.19
pinheiros,1224.31
jacunda,1601.71
sebastiao leal,24.99
capao da porteira,157.0
monsenhor tabosa,329.8
itatiaiucu,129.9
peritiba,106.9
porto belo,856.3199999999999
canudos,174.9
pimenta,233.99
caetite,1892.3000000000002
miracatu,863.9899999999999
carazinho,2030.93
planura,102.16
cerro azul,182.18
liberato salzano,12.99
colonia vitoria,294.90999999999997
santa rita de minas,367.67
sao paulo do potengi,229.9
ribeirao bonito,727.29
sao mateus de minas,59.88
coribe,654.97
canapolis,539.4499999999999
novo lino,79.9
ciriaco,229.0
antonio goncalves,34.9
lupercio,133.79000000000002
itarantim,478.97
maracana,238.0
carinhanha,348.9
quixada,2755.5699999999997
barauna,229.99
lagoa do carro,746.77
candiota,802.7
palmares do sul,435.77
nossa senhora de lourdes,79.99
feliz deserto,309.89
buriti,151.79
jordania,886.2499999999999
conceicao do caninde,155.44
capao do cipo,260.0
paramirim,407.67999999999995
terra roxa,726.97
raposo,584.7
aparecida de sao manuel,226.3
alianca,64.99
salgado filho,155.7
divinesia,249.9
goianira,853.81
rio negrinho,1121.19
sao jose do belmonte,228.9
santa brigida,84.9
ouro verde de goias,82.9
perdoes,603.8799999999999
ipiranga do norte,95.0
sao gabriel,2362.85
jeronimo monteiro,284.0
cristiano otoni,210.2
toritama,1072.79
bom repouso,402.29
caracol,94.0
lagoa vermelha,1616.2500000000002
coxim,1598.75
itaobim,866.91
sinop,6164.65
dormentes,946.8
pirauba,247.77
piracanjuba,1893.26
laurentino,782.41
aracoiaba,576.4699999999999
medina,579.1899999999999
visconde de maua,140.59
dom pedro,333.77000000000004
bataguassu,613.0
salto veloso,418.8
abaetetuba,4028.5700000000006
fortim,179.0
seberi,130.39000000000001
camapua,621.29
irupi,242.99
tanabi,1404.3900000000003
igapora,39.99
carnaubal,214.89000000000001
augusto correa,347.99
santa cruz de goias,709.0
feliz natal,259.99
penedo,1329.77
camocim,1686.29
ipaumirim,269.9
alto do rodrigues,2737.46
belo oriente,620.39
sao goncalo do rio preto,328.19000000000005
rubiataba,1034.0900000000001
pontalinda,60.8
capitao leonidas marques,407.78000000000003
afonso claudio,1568.77
torres,1416.23
janiopolis,265.97
jampruca,235.9
rio das flores,558.6800000000001
taciba,348.98
dois irmaos do buriti,826.9
palma sola,938.8
capela nova,89.77
dores de campos,1308.14
florestal,299.5
sao miguel arcanjo,1311.09
buriticupu,585.78
ouvidor,345.0
ribeirao branco,452.99
alfredo wagner,794.8
braganca,1083.96
santa cruz de monte castelo,706.22
catarina,204.98
ubirajara,79.9
itai,1757.5800000000002
varzelandia,98.89
venda nova do imigrante,2647.8300000000004
maracacume,617.18
crisopolis,185.70000000000002
roca sales,177.9
wenceslau braz,188.0
amelia rodrigues,372.39
horizonte,519.99
mendonca,380.27
valenca do piaui,1043.0
campestre,321.70000000000005
silva jardim,567.59
ilha grande,139.9
bonfinopolis,441.87
sao sepe,544.35
vitoria do jari,85.95
sao sebastiao do cai,1588.8400000000001
jaciara,185.7
arealva,176.69
diamantino,386.49
canavieiras,799.8
itiuba,272.89
claudia,302.68
altamira,5168.15
lajinha,515.0699999999999
mata de sao joao,1083.55
couto de magalhaes,194.89
taio,4366.23
hidreletrica tucurui,564.78
japira,363.79
arroio do tigre,285.0
luzilandia,161.8
padre bernardo,195.7
mangueirinha,1524.7699999999998
teotonio vilela,2043.8799999999999
balneario gaivota,282.3
alto paraiso,1256.99
paulo de faria,588.5799999999999
alambari,179.88
aguas da prata,1028.28
mendes,1240.75
ervalia,1076.8300000000002
sao tiago,499.27
irara,171.89000000000001
brejetuba,128.89
paraty,2780.7700000000004
delfim moreira,24.9
santa gertrudes,1194.2100000000003
cidelandia,375.96
magda,458.99
ibiraci,388.8
mamonas,230.0
mallet,786.65
urbano santos,501.78999999999996
mar de espanha,1014.7199999999999
pedro velho,61.99
inhuma,78.0
bacaxa,57.9
jijoca de jericoacoara,1130.9
diorama,196.87
buritama,1024.24
barras,210.88
jaborandi,126.29
pedro afonso,235.89000000000001
bom jardim de minas,866.87
codo,2224.82
brejoes,124.9
hidrolina,181.47
santo antonio da alegria,206.79000000000002
sao jorge do oeste,34.9
jaboti,160.7
pongai,343.8
lagoa do mato,35.99
euclides da cunha paulista,163.25
sao domingos do prata,337.89
lavrinhas,599.9
araripina,1070.58
nova europa,634.44
baixa grande do ribeiro,159.99
sao valentim,557.89
boquira,69.9
nova redencao,19.9
rio acima,513.66
urania,885.72
extremoz,111.78999999999999
abre campo,281.68
alvorada d'oeste,359.98
america dourada,169.9
mateus leme,497.37999999999994
botelhos,1240.01
tanque novo,329.59
engenheiro paulo de frontin,449.12
conceicao do para,694.99
santa maria de itabira,462.30000000000007
sao jose do ouro,411.38000000000005
cabeceiras,14.9
riacho da cruz,129.9
engenheiro navarro,1997.0
ariquemes,4124.969999999999
boa vista do sul,27.99
alfredo chaves,902.71
capinzal do norte,395.0
sao felipe,747.9
candido de abreu,360.79999999999995
barra de guabiraba,486.4
dianopolis,822.95
nepomuceno,610.94
montanhas,325.0
santa rosa de viterbo,1658.42
canarana,1211.63
mato rico,72.9
carius,477.88
volta grande,308.38
porto esperidiao,234.8
gameleira,1657.98
santana do serido,779.7
flores,360.6
santa lucia,437.78999999999996
santana do livramento,4248.2300000000005
morro de sao paulo,691.96
bela vista do paraiso,515.49
guimarania,523.9
quatis,483.69
sao jose da lapa,1086.58
silveiras,406.50000000000006
sao tomas de aquino,309.8
aratuba,343.9
comendador levy gasparian,603.69
miraima,254.0
nova londrina,743.53
tucunduva,374.99
vila nova,85.47
alegria,39.9
biritiba-mirim,1381.72
senador amaral,179.46
salto do lontra,766.49
sao jose dos cordeiros,180.0
campo alegre de lourdes,99.99
morpara,357.12
japuiba,1017.58
terra de areia,1137.29
itapura,351.87
ourilandia do norte,1710.0800000000002
trajano de moraes,775.18
goncalves,356.9
mombuca,107.13999999999999
rodeiro,409.4
jacigua,134.49
patu,144.49
quarai,2402.99
mutunopolis,24.41
sertanopolis,918.8
sonora,57.98
sao goncalo do sapucai,1202.5
monte alegre do sul,4181.79
orindiuva,541.78
ubaporanga,288.78
siriji,39.99
praia norte,79.0
irai,557.89
armazem,249.9
caiana,235.9
aragarcas,156.88
divisa alegre,190.99
limoeiro do norte,1156.67
morro da fumaca,1676.0
pindare mirim,481.9
carneirinho,294.5
nova guarita,25.0
calcado,199.0
cacule,529.78
montauri,429.89
durande,117.49000000000001
cruzeiro do sul,3193.69
rio pardo de minas,597.6899999999999
embauba,399.0
palma,415.89
sales,356.52
anicuns,661.9300000000001
cubati,135.89000000000001
nortelandia,174.9
diogo de vasconcelos,191.62
nossa senhora das dores,559.0
lamarao,59.0
brazopolis,856.13
alhandra,1037.0
tabira,986.88
minas novas,433.77
itapagipe,265.49
maximiliano de almeida,363.49
cassilandia,1524.5
canitar,287.25
aurea,409.5
mandirituba,12.67
sertao santana,20.9
sales oliveira,538.15
seara,582.87
triunfo,2297.4300000000003
pedra branca,81.88
guarai,1156.6
vigia,158.8
camacho,59.99
alvares machado,4022.5699999999997
mimoso do sul,687.3699999999999
bora,119.9
itaquirai,272.9
novo oriente do piaui,152.01
aquidauana,100.8
feliz,2523.43
pintadas,449.79999999999995
vazante,1549.63
guinda,25.0
verissimo,294.12
bequimao,349.9
boa vista da aparecida,202.47
sao miguel do tapuio,465.0
comodoro,2245.0199999999995
damianopolis,33.64
ceres,1905.47
alto horizonte,233.91
palmeiras de goias,334.8
ipua,2031.49
periquito,1526.0
ponto do marambaia,13.7
saboeiro,163.99
pirajuba,135.9
marilac,657.8
buritizal,66.99
doce grande,49.49
jaraguari,75.0
viseu,301.0
sao jose do turvo,240.70000000000002
gloria de dourados,45.8
guararema,1189.56
ouricuri,2246.86
andorinha,691.0999999999999
mara rosa,143.9
santa fe de goias,1737.69
paraopeba,880.67
tuparetama,309.79999999999995
serranopolis do iguacu,274.89
paulo lopes,238.99
urucuca,195.9
madre de deus de minas,362.96000000000004
jaguaruna,162.9
inhambupe,1117.78
filadelfia,79.9
barra do corda,889.89
santana,1522.9299999999998
alpinopolis,836.68
nova bandeirantes,548.51
antonio pereira,88.99000000000001
brotas,1073.08
picada cafe,32.0
tuparece,13.5
douradina,99.9
maranguape,289.87
correntina,130.99
novo barreiro,197.59
caarapo,1310.49
sao francisco de assis,109.89
icapui,454.25
