customer_city,total_sales
juatuba,607.9
itaguacu,1840.92
quixelo,115.99
rio tinto,439.9
vale do sol,21.99
guape,176.96
santa isabel do para,741.77
ribeirao do pinhal,328.0
nova santa rosa,398.88
polo petroquimico de triunfo,5.6
tupaciguara,1331.21
reriutaba,1093.32
porto acre,74.9
aparecida do rio negro,115.0
manoel viana,208.79
california,103.8
missal,2490.76
anadia,379.89
itueta,448.89
riachao do jacuipe,2502.4
mamanguape,969.75
guajara-mirim,118.89
guaraci,1131.6999999999998
curaca,308.9
sao geraldo,423.78
liberdade,107.22999999999999
gaucha do norte,136.48000000000002
miranda,273.8
cruzeiro da fortaleza,114.9
jumirim,337.6
missi,109.9
parambu,141.85999999999999
augustinopolis,107.0
guapo,757.89
porteirinha,282.69000000000005
santa cruz de minas,578.89
marilandia do sul,159.9
tupancireta,378.77000000000004
cruz machado,441.77
cedro de sao joao,1999.99
neves paulista,112.57999999999998
areias,441.86
nossa senhora das gracas,54.8
baependi,1409.04
capinopolis,1042.1799999999998
adrianopolis,73.9
buriti dos lopes,268.9
carvalhopolis,240.32999999999998
simolandia,138.99
ubajara,1178.9
carambei,390.79999999999995
sao mateus do maranhao,710.1999999999999
ceara-mirim,305.46000000000004
lamim,89.9
ibaiti,1057.3600000000001
david canabarro,167.88
ouro preto do oeste,437.49
passa quatro,1576.66
timbe do sul,212.79000000000002
mata verde,1512.53
felisburgo,99.9
bofete,617.59
itapora,197.88000000000002
conceicao das alagoas,1542.4
nova canaa,156.9
sousa,1042.5900000000001
agua comprida,106.9
doutor ulysses,122.0
berilo,55.9
morro grande,119.8
parapua,1178.4
cachoeira de minas,454.5
aguas claras,95.8
porto xavier,564.46
governador portela,349.8
upanema,1343.6
sao joao do oriente,279.9
bom jesus do amparo,199.89
sao sebastiao do passe,399.89
ibitiuva,14.9
brazabrantes,53.5
sao miguel do araguaia,1321.15
conceicao do rio verde,825.89
riacho dos machados,284.0
barracao,118.47999999999999
coracao de jesus,123.9
pareci novo,22.0
guaranta,569.29
camacan,1134.67
monte alegre,117.99
nova guataporanga,75.0
paulo jacinto,368.89
rodolfo fernandes,99.89
itapuranga,800.88
nova esperanca,1579.7799999999997
alvarenga,211.0
conchas,1064.45
ibimirim,294.78999999999996
sao jose do rio claro,298.0
entre-ijuis,454.5
santa mariana,311.25
nova campina,156.5
arace,413.4
vila rica,221.82
varzea,98.99
cananeia,727.6600000000001
sao bento do una,1328.39
itapissuma,290.8
sao joao batista do gloria,359.6
campo florido,59.8
sao domingos,489.14000000000004
romelandia,159.99
poxoreu,128.57
areiopolis,896.49
jussiape,37.0
roncador,158.98000000000002
serra azul de minas,344.99
cabo verde,458.78999999999996
gravata,1806.1899999999998
sao joao do sul,861.0
grandes rios,128.99
pureza,49.9
perobal,80.0
jussari,139.99
barra de sao francisco,627.5600000000001
mata roma,193.0
bom sucesso,946.59
bom jesus da penha,85.89
santo antonio do caiua,256.3
nova bassano,387.24
pedras de fogo,159.99
alta floresta d'oeste,669.89
nova alvorada do sul,380.84999999999997
joao alfredo,215.49
turvo,306.99
itamogi,229.9
mirai,841.81
osvaldo kroeff,239.99
jussara,112.27999999999999
serro,837.89
candido mendes,239.8
ruy barbosa,662.9599999999999
cabreuva,720.6
jesupolis,159.33
cumaru,330.99
corbelia,733.8
itapiuna,54.980000000000004
ibiam,382.99
tangua,504.88
leoberto leal,24.99
cantanhede,689.0
bugre,187.9
itaitinga,558.9
alto santo,622.89
igaci,319.89
areado,1246.69
capivari de baixo,876.89
sao miguel do gostoso,398.9
brasopolis,99.99
rio bananal,225.26000000000002
cabixi,149.9
coroaci,338.9
brodowski,935.54
corrente,1489.9
ipiranga,189.89000000000001
coronel domingos soares,89.0
itanhomi,308.55
arraias,197.9
itaituba,243.88
satuba,333.73
santana dos montes,241.0
barrolandia,80.99
gouveia,936.96
arapoema,55.9
cachoeira dourada,268.8
ibicarai,424.88
guarabira,1239.6800000000003
apuarema,169.99
caraubas,1059.29
junco do serido,239.89
campo alegre do fidalgo,194.98
itinga,363.50000000000006
boa vista do gurupi,93.89
guairaca,63.8
tombos,344.78999999999996
santo antonio,471.8
coronel pacheco,99.9
sao ludgero,673.3199999999999
carnaubais,339.0
tapera,61.8
senador modestino goncalves,119.32
cacapava do sul,859.99
oscar bressane,301.8
sao joaquim,1118.98
rodeio bonito,212.8
itabera,1366.14
tres fronteiras,350.39
paranacity,178.15
quadra,114.9
santo augusto,1115.08
ventania,166.76999999999998
mariental,1799.0
espinosa,2705.0899999999997
vargem grande do rio pardo,270.0
jucurucu,409.98
corinto,1362.8600000000001
catole do rocha,3742.59
aruana,144.8
cangucu,1310.1799999999998
termas de ibira,71.9
sao jorge do ivai,352.52
icaraima,27.9
dores do rio preto,411.76
cachoeira da prata,169.8
sao bras,29.9
rainha do mar,59.9
nova veneza,762.84
taguai,707.34
sinimbu,81.78
colonia leopoldina,477.98
roseira,423.68000000000006
olhos d'agua,99.9
conceicao de macabu,1626.4699999999998
pentecoste,239.8
antonio cardoso,369.89
reboucas,361.27
barra do rio azul,99.0
coluna,297.88
jeceaba,544.23
nao-me-toque,859.68
sao miguel,846.86
confins,389.0
braco do rio,101.49
brasil novo,304.9
sao gabriel do oeste,526.72
tapiramuta,1298.99
mendes pimentel,372.69000000000005
dario meira,138.99
bom conselho,1624.93
sao bento,1148.89
monte santo,23.21
mirandopolis,1274.99
rio largo,562.71
itagi,111.89000000000001
bicas,727.65
campinorte,1244.69
pirenopolis,273.87
correntes,169.9
tunas do parana,198.9
rondon do para,2780.13
santa cruz da conceicao,408.9
ipecaeta,23.4
cachoeira alta,451.76000000000005
buerarema,1051.8
guaranta do norte,393.87
sao thome das letras,52.8
vargem alegre,74.99
salto do jacui,196.35999999999999
iati,628.99
araputanga,517.4499999999999
aguas formosas,1341.7
cerro negro,118.0
capela,580.9399999999999
vargem bonita,710.5899999999999
sao domingos do norte,874.4
poco verde,447.79999999999995
pocinhos,223.8
jaguaquara,192.4
machados,89.9
rio pomba,1192.86
mantenopolis,423.78999999999996
pindobacu,169.9
tucuma,404.25
salmourao,59.879999999999995
machacalis,138.89
sao pedro dos ferros,763.79
augusto pestana,76.88
rio dos cedros,49.9
pantano grande,297.79
conceicao do araguaia,1143.89
oroco,294.9
capela de santana,352.0
aiuruoca,281.09000000000003
redentora,354.59
santo antonio do descoberto,866.26
flor da serra do sul,197.10000000000002
amapora,129.9
taquaracu de minas,358.0
moncao,85.99
malhador,23.99
dezesseis de novembro,79.9
quijingue,228.08999999999997
uniao de minas,87.09
vila nova do sul,84.99
cabrobo,921.79
tiradentes,510.86
trindade do sul,3266.99
altinho,13.9
caibi,132.05
diamante do norte,391.25
prado,1090.79
vargem grande do soturno,89.9
marechal floriano,559.6400000000001
cassia,278.29
mae do rio,148.89
sooretama,317.36
barra dos coqueiros,484.82000000000005
itaguaje,138.8
sao joao d'alianca,743.53
crisolita,103.9
corrego do ouro,28.9
terra boa,683.79
meruoca,95.0
eliseu martins,318.98
vera cruz do oeste,431.56000000000006
bras pires,76.8
ichu,160.98000000000002
sao luis do quitunde,239.3
catanduvas,690.79
irapuru,889.48
santanesia,364.5
cairu,58.99
pocao,299.99
imaculada,340.89
vicentina,189.9
renascenca,279.6
rio das antas,176.8
desterro de entre rios,39.9
pote,506.9
matelandia,57.980000000000004
pacuja,339.95000000000005
castelo do piaui,422.6
restinga seca,254.69000000000003
nova olinda,1520.7
sao benedito,841.8299999999999
una,437.88
pirai do sul,601.2900000000001
bom jesus do sul,199.9
pedrao,325.0
sao jose do egito,444.70000000000005
estrela do indaia,112.80000000000001
protasio alves,122.9
fruta de leite,178.9
sardoa,119.9
hulha negra,329.0
quinta do sol,118.99000000000001
rio pardo,687.88
imbe de minas,209.0
guaraquecaba,49.9
salobro,72.2
engenheiro balduino,179.6
puxinana,219.0
arame,29.99
aragoiania,112.9
pinhal da serra,19.9
cedro,249.9
araponga,239.9
alfredo marcondes,129.0
itabirinha,108.0
varre-sai,918.9
pinheiro,426.8
cerejeiras,117.99
alagoinha,269.9
carlinda,204.9
americano do brasil,291.49
corupa,434.65
uniao,329.0
coronel freitas,79.99
parisi,34.49
carutapera,174.9
miraguai,169.97
bertolinia,411.0
barra do mendes,323.99
cristinapolis,77.9
jequitiba,636.9
nova cruz,462.88
bandeira,347.71000000000004
agronomica,204.87
remanso,369.68999999999994
pilao arcado,279.87
cajuru,643.76
alexandrita,99.8
anaurilandia,69.99
lagoa salgada,30.24
itamari,268.98
passira,374.98
nova araca,119.99
poco redondo,419.8
araguatins,681.98
lagoa nova,113.80000000000001
tapiratiba,2601.2200000000003
pirai do norte,29.49
posto da mata,530.98
guaraciaba,254.70000000000002
avanhandava,757.68
tres forquilhas,82.8
novais,99.9
sao jose do barreiro,207.59000000000003
nova hartz,618.88
juruti,49.9
ilopolis,181.8
cujubim,89.9
barreiros,1302.1599999999999
rio azul,383.70000000000005
picarra,1014.5999999999999
itaueira,105.28
arrozal,833.89
anita garibaldi,256.78
cotipora,112.0
rio grande do piaui,24.9
guaruja do sul,331.43999999999994
itaja,902.0
marcelino vieira,117.7
sede alvorada,119.0
caiua,146.0
luiziana,149.85
quevedos,90.9
santa maria do salto,38.0
tiradentes do sul,46.86
alto araguaia,1085.73
julio mesquita,909.99
bias fortes,80.9
botuvera,181.9
campo do tenente,55.9
propria,382.89
quilometro 14 do mutum,49.9
sitio novo,174.89000000000001
coelho neto,314.9
rubiacea,218.8
candido sales,396.78999999999996
tanque d'arca,578.0
ouro verde,307.96999999999997
santa rita de caldas,746.28
cabralia paulista,207.29000000000002
florida,69.9
bodoco,202.8
piacatu,51.19
serrita,428.9
inubia paulista,304.98
itacarambi,339.78999999999996
macaubal,89.8
brejo bonito,139.9
saudades,305.84000000000003
gloria do goita,516.99
luminarias,423.8
morro reuter,627.34
sao jose do cerrito,278.89
varzedo,39.9
felipe guerra,122.99
seabra,982.5
iaras,79.99
agrestina,1989.0
tanhacu,528.78
altamira do parana,259.1
brasilandia de minas,76.25
pouso novo,54.9
central de santa helena,139.9
cosmorama,973.98
vitorinos,89.99
loreto,1599.99
cerro grande do sul,184.0
irapua,198.8
barbosa ferraz,497.9
jardim alegre,118.38000000000001
santa terezinha,309.79999999999995
ametista do sul,242.8
pocoes de paineiras,102.89000000000001
porto alegre do norte,410.0
luizlandia do oeste,232.99
centenario do sul,369.13
medeiros neto,660.24
santana da vargem,269.95
borda da mata,897.53
joao dourado,19.9
santana do cariri,839.8
cerrito,59.9
santa margarida,412.79999999999995
santa maria do para,106.99
vicente dutra,12.99
santa terezinha de itaipu,328.94
conceicao do tocantins,367.97
parai,233.4
herculandia,184.89000000000001
curuca,524.7
conde,819.0
corumbatai do sul,27.49
santa rosa de lima,180.15
campo do meio,251.69
toropi,1529.9
ita,317.89
garruchos,62.9
papagaios,269.67
alvorada do norte,164.88
morro vermelho,31.9
reserva,308.6
deodapolis,76.8
felixlandia,75.0
boraceia,29.0
padre paraiso,59.9
juranda,40.9
pingo-d'agua,369.48
macuco,69.9
seringueiras,395.99
fenix,44.99
sao vicente ferrer,375.89
barra longa,1300.0
colinas,1161.8600000000001
munhoz de melo,953.89
sobradinho,1015.5899999999999
indianopolis,291.78
miranda do norte,120.0
coronel martins,121.30000000000001
cruzeiro do oeste,825.3899999999999
chapada gaucha,391.68999999999994
olho d'agua das flores,254.48000000000002
itaporanga d'ajuda,159.99
pescador,29.9
nossa senhora da gloria,221.45000000000002
lagoa da canoa,160.99
nova russas,1504.94
glicerio,739.98
rechan,288.8
sao sebastiao do maranhao,206.79
cuite,678.89
dom macedo costa,55.9
sao martinho,756.99
guimaraes,199.99
delfinopolis,233.59
milha,207.9
varjao de minas,105.8
itanhem,230.0
guarara,501.99
piritiba,387.79
esperantinopolis,640.6099999999999
catu de abrantes,1135.99
sao joao de pirabas,228.89
almino afonso,299.9
pombos,105.0
nossa senhora de caravaggio,120.0
capim grosso,547.89
antonio martins,45.0
roque gonzales,542.88
pinhotiba,59.9
porto de pedras,179.9
rubineia,100.0
divinopolis de goias,79.0
campo novo,539.79
sete de setembro,54.9
cajueiro,99.9
sao pedro de alcantara,263.0
cambara do sul,372.0
francisco dumont,108.89
careacu,116.13
itariri,1259.32
chorozinho,359.0
brasileia,59.699999999999996
recreio,264.98
ataleia,164.8
xexeu,87.5
pindoretama,37.55
itapicuru,137.32999999999998
itabaianinha,157.8
jesuitas,556.55
virgolandia,380.0
serra de sao bento,236.9
campos altos,373.67999999999995
palmeira,2640.2200000000003
braunas,89.9
novo cruzeiro,805.78
pitimbu,388.9
ulianopolis,27.3
barao de juparana,28.49
novo oriente,231.98000000000002
bom jesus das selvas,175.9
guzolandia,101.62
arari,708.8
montezuma,186.89000000000001
maracas,703.64
santa quiteria do maranhao,49.9
pedra,267.68
santa helena de minas,248.33999999999997
minas do leao,256.0
alagoa,77.68
vargem grande,79.9
tomazina,348.8
vieiras,325.0
oeiras do para,178.64999999999998
irani,294.39
nova ipixuna,328.0
alto sao joao,54.99
piranhas,718.79
zacarias,198.8
serra bonita,169.99
sao felix do coribe,226.0
brejo do cruz,1160.0
castanheira,128.98000000000002
borborema,816.05
ravena,69.99
santa rita da floresta,79.0
bom jardim de goias,10.0
inhauma,124.97999999999999
emilianopolis,169.85000000000002
santana do capivari,25.0
alto piquiri,412.0
eugenio de castro,97.0
ribeirao do sul,357.9
areia,119.80000000000001
fortuna,523.89
rio bonito do iguacu,462.79999999999995
pilar,158.69
groairas,152.15
ilha comprida,212.98000000000002
chapadinha,113.88
pien,330.4
santo hipolito,104.4
cabedelo,888.9499999999999
estrela do norte,173.79000000000002
novo itacolomi,90.0
sao sebastiao da grama,1024.79
xambre,511.0
mar vermelho,519.98
sao bernardino,189.9
santana de pirapama,49.9
sacra familia do tingua,119.8
coqueiros do sul,25.73
nova luzitania,22.9
urai,283.9
echapora,787.47
martins,177.89000000000001
sandolandia,799.0
botupora,325.0
sao luis de montes belos,1196.3700000000001
miranorte,635.9
guapirama,89.9
piracuruca,235.9
tabuleiro,324.89
pequizeiro,219.99
tracunhaem,659.0
sao jorge,63.99
lucianopolis,142.9
santana do manhuacu,228.89000000000001
abatia,167.89000000000001
doutor camargo,211.05
alto garcas,258.8
cidreira,656.12
amambai,751.98
baianopolis,416.3
santo antonio do rio abaixo,6.0
paula freitas,474.9
nova america,51.0
bom jesus do querendo,149.0
lagoa dourada,586.78
junqueiro,360.89
tupandi,285.99
baixa grande,44.0
itambaraca,269.8
sao pedro do iguacu,117.3
ribeirao vermelho,275.70000000000005
afogados da ingazeira,1345.98
barra do turvo,293.9
jaboticatubas,767.3
cacu,982.6800000000001
arroio do meio,1400.22
porto trombetas,241.8
itau de minas,364.45
caldas do jorro,370.0
apore,134.64
dom silverio,392.24
luisburgo,246.98000000000002
senador guiomard,409.98
lobato,498.53999999999996
xambioa,333.68
ouro verde do oeste,14.9
araguapaz,120.9
itapirapua,459.79999999999995
campestre do maranhao,249.89
poco de pedra,174.0
satubinha,138.79
sao jose da boa vista,118.99
araci,277.87
itapaje,3198.6800000000003
senador cortes,298.0
imigrante,305.9
mirandiba,221.89
dores do indaia,744.57
matias olimpio,600.0
patis,49.9
alto taquari,750.88
irineopolis,212.82
espirito santo do turvo,229.70000000000002
mata grande,378.65000000000003
teolandia,167.8
centro novo do maranhao,299.99
ribeira do amparo,45.0
catende,1630.18
wagner,119.9
pimenteiras,102.5
inconfidentes,99.99000000000001
galvao,59.5
piedade do rio grande,362.78
sao pedro da uniao,286.89
pocao de pedras,179.0
monte verde,343.1
oiapoque,385.0
taquarana,146.99
pedra menina,23.4
sao jose do goiabal,202.9
coimbra,38.9
turvolandia,143.9
claraval,171.0
cachoeira de pajeu,428.79999999999995
ibiraiaras,232.98
gandu,417.7
fervedouro,965.76
santa teresinha,287.0
vila reis,69.9
aurora do para,78.0
coxilha,115.9
doverlandia,277.91999999999996
mampituba,40.95
paraibano,259.90999999999997
santo amaro de campos,1611.78
sao rafael,19.9
nova soure,255.52
ipubi,400.47
piau,125.88999999999999
santa isabel do ivai,425.9
rubelita,57.89
regeneracao,790.9699999999999
lagoinha,605.98
juscimeira,123.80000000000001
abrantes,139.0
olindina,189.89000000000001
dona francisca,258.7
ibirataia,52.8
nova alvorada,261.8
varzea do poco,56.99
magalhaes de almeida,270.9
nova crixas,153.4
serranopolis de minas,119.9
serranopolis,1002.88
rancho alegre d'oeste,117.3
jacuizinho,59.54
merces,219.76
floresta do araguaia,129.99
rio do campo,674.95
wenceslau guimaraes,110.0
monte gordo,199.9
biritinga,120.0
sapucai-mirim,569.79
frei martinho,268.9
celso ramos,1136.79
corumba de goias,126.99
sao jose dos quatro marcos,226.99
angelina,126.99
moncoes,346.98
teresina de goias,79.0
capitao,107.8
getulina,99.80000000000001
lontras,402.5
fragosos,99.99
macieira,17.46
santa fe,877.8
princesa isabel,258.0
ladario,292.69
urutai,133.48
sao jose do campestre,289.0
afranio,357.9
cocais,259.0
ibipitanga,349.98
maquine,122.99
cocos,49.99
carire,144.79
bananeiras,295.24
palmeiras,174.95
sabino,723.0
feira nova,480.78
barao de cotegipe,126.88999999999999
laje do muriae,219.0
quixabeira,216.94
caraiba,416.89
coreau,29.99
sericita,216.32
mombaca,219.9
gameleiras,423.89
itapetim,280.8
canhotinho,367.0
alto rio novo,266.5
estacao,704.0999999999999
ribas do rio pardo,47.9
tururu,189.0
urubici,305.69
joao ramalho,407.89
sao tome,262.06
lencois,218.0
vila bela da santissima trindade,29.99
sete barras,229.69
ponto belo,79.9
tomar do geru,228.79000000000002
coite do noia,89.9
general maynard,197.5
mambai,816.99
nova america da colina,58.99
jupi,604.9
pacatuba,4317.98
nuporanga,821.8
lindoeste,164.3
paulistania,99.0
agua limpa,388.0
balneario barra do sul,393.3
clevelandia,138.5
luiz alves,114.0
valao do barro,67.1
santa maria do herval,99.99
aribice,42.0
muquem do sao francisco,61.32
medeiros,279.49
teofilandia,183.88
ipiabas,568.87
santo antonio dos campos,159.0
nova laranjeiras,208.1
angicos,65.99
colonia jordaozinho,843.4
gaviao peixoto,94.89
manduri,239.62
timburi,343.3
pedro canario,363.78999999999996
senges,487.39000000000004
ibateguara,75.9
santo antonio do itambe,225.06
vermelho novo,33.87
nova erechim,254.79
coroados,209.9
chiapetta,129.99
sao nicolau,122.99
bataipora,135.3
uaua,393.98
piripa,71.99000000000001
nova cantu,199.9
ibia,1367.2900000000002
porto grande,29.99
caxambu do sul,19.5
bom principio,1003.11
estrela d oeste,134.9
pitanga,532.7
sulina,29.9
sambaiba,178.9
crissiumal,1589.0
serra dourada,197.14
igarape-miri,27.99
traipu,42.99
barros cassal,729.0
rosario,28.12
taparuba,89.0
almirante tamandare do sul,49.9
xapuri,288.93
caririacu,454.0
lagoa de velhos,199.0
bom jesus do tocantins,407.9
narandiba,408.97999999999996
jaquirana,499.0
terra nova,209.99
sao felix,27.9
lavras do sul,593.8
santa cruz cabralia,515.88
barao do triunfo,79.99
borrazopolis,259.59000000000003
presidente janio quadros,149.9
itapage,159.99
carnaiba do sertao,54.98
boqueirao do leao,227.9
aurilandia,122.99
gramado xavier,52.9
datas,780.0
monte alverne,268.0
bueno brandao,172.02
alto alegre,307.89
central,119.5
portalegre,408.8
nipoa,337.8
iguai,535.99
bom jesus do norte,699.89
arantina,180.0
tome-acu,24.99
rio piracicaba,512.75
maria da fe,305.55
colniza,718.97
santo antonio do taua,32.9
sao benedito do sul,39.99
nova palma,428.9
igaracu do tiete,107.69
sao sebastiao de campos,23.8
populina,47.6
capistrano,35.0
piacu,166.99
bossoroca,155.99
ilhota,749.1400000000001
amparo da serra,49.95
cristalia,418.7
pindoba,432.0
panorama,404.39
candelaria,573.39
urupa,253.57000000000002
nova monte verde,245.79
santa cecilia do pavao,56.99
itaicaba,32.99
anguera,99.0
agua doce,289.98
rancho queimado,312.89
cha de alegria,79.99
ponto dos volantes,41.4
tapurah,125.0
sao jose do divino,727.0
balbinos,55.32
sarapui,248.88
tiros,175.89
belem do sao francisco,654.5
almas,78.0
teixeira,34.9
fontoura xavier,199.0
sao francisco do brejao,31.9
morro do pilar,69.9
ipaporanga,388.9
queiroz,45.0
coqueiro baixo,86.99
juara,378.49
condor,216.8
atalaia,89.58
lindolfo collor,110.9
sao joao do ivai,193.9
santa rita do ibitipoca,184.7
grupiara,129.94
ivai,610.7700000000001
serra azul,72.5
guarani das missoes,68.66
massape,155.9
sao domingos do maranhao,127.88999999999999
edeia,472.9
sao sebastiao da serra,157.9
santa salete,81.99
uirauna,199.9
riolandia,398.79999999999995
conquista d'oeste,89.99
sao pedro do ivai,424.74
bom retiro do sul,1379.0
antonio prado,554.2
piratini,69.9
pastos bons,137.9
chacara,175.7
campo alegre de minas,119.0
sao goncalo do para,734.9
sao paulo das missoes,404.87
novo jardim,23.9
nobres,41.99
palmopolis,89.99
moeda,69.9
rio do oeste,364.89
moreno,763.5
teixeira soares,545.69
sao pedro do turvo,88.9
assuncao,80.0
ibiracu,27.3
erval grande,395.9
natividade da serra,125.0
goncalves dias,65.0
araujos,2490.5
mae d'agua,39.89
pedra azul,416.12
venturosa,1228.9
paranapoema,89.99
bom jesus da serra,279.89
rio formoso,215.6
canaa,54.99
gastao vidigal,216.88
oros,100.65
castelandia,554.98
pedreiras,1002.69
erere,188.0
boa ventura,14.9
itabi,89.9
ipiacu,429.88
segredo,29.939999999999998
palhano,99.0
ibiajara,45.0
jequia da praia,251.91
santa cruz de salinas,220.9
iguatama,299.0
ubai,43.5
sao miguel do guama,1240.79
agua preta,129.99
elisio medrado,79.82
amanari,390.0
glaura,69.9
croata,58.99
lagoa dos tres cantos,74.9
onda verde,69.81
santana do ipanema,249.9
fortaleza dos valos,100.0
japaratuba,99.99
santa barbara do sul,143.8
buenos aires,247.9
itapitanga,205.70000000000002
salinas da margarida,55.0
varzea nova,86.0
cuite velho,19.99
buriti alegre,29.99
araguaia,49.0
tamboara,8.99
herval,169.9
formosa da serra negra,99.0
itupiranga,399.0
santo antonio do planalto,189.0
aguas vermelhas,574.58
trabiju,259.99
angical do piaui,29.99
dom vicoso,272.3
miradouro,49.9
estrela do sul,89.9
itabatan,154.98000000000002
xique-xique,179.79000000000002
mucuge,256.99
prudencio thomaz,32.99
inaciolandia,842.99
cravolandia,139.9
iraucuba,189.89000000000001
capitao andrade,199.0
governador mangabeira,98.0
marechal deodoro,349.9
tapinas,89.99
silveira carvalho,28.9
murucupi,129.9
isaias coelho,170.0
ipueira,169.99
miravania,35.0
nova olimpia,168.0
pauliceia,421.27
lucena,89.0
juvenilia,77.47999999999999
murici,49.9
vargeao,499.9
barao,31.9
novo repartimento,155.0
dois riachos,104.99
antonina do norte,76.8
vargem,78.8
desembargador otoni,169.99
itaparica,168.49
taquarucu do sul,70.0
sao joao do sabugi,26.9
agua santa,163.9
ingai,96.0
general camara,89.0
passo de camaragibe,41.98
brejolandia,13.98
taperuaba,55.49
sao francisco do gloria,69.9
ibiara,278.0
planaltina de goias,95.6
apuiares,339.89
nova lacerda,339.74
caridade,99.9
goianesia do para,861.99
itirapina,142.89999999999998
saloa,1231.0
ribeirao cascalheira,29.9
porto franco,279.99
delmiro gouveia,1125.8
aracitaba,119.80000000000001
sao desiderio,125.0
vila flores,289.89
igarape-acu,69.0
purilandia,166.99
sao domingos das dores,59.9
sao goncalo do rio das pedras,169.0
ribeirao,316.4
pedralva,743.97
marques de souza,29.9
martinesia,34.89
wanderley,288.98
sao bonifacio,101.0
pedra bela,250.9
nova resende,10.99
sitio do quinto,97.89
novo planalto,27.99
vermelho,98.0
maiquinique,119.4
muqui,485.48
alto caparao,478.9
riachao das neves,206.89000000000001
sao pedro do sul,98.7
trairi,457.0
alegrete do piaui,149.9
jaqueira,578.99
ilicinea,89.9
presidente bernardes,466.86
sao jose da coroa grande,218.9
coronel murta,219.8
sao sebastiao do paraiba,540.0
lupionopolis,209.75
ajapi,108.0
ubata,144.0
sao jose da laje,219.9
santa maria da boa vista,412.08
rifaina,552.8
cezarina,13.49
japaraiba,108.9
sao joao da ponte,461.84
tracuateua,13.98
divisa nova,689.9
treviso,118.9
sao jose do inhacora,77.99
murutinga do sul,809.0
condeuba,56.99
pereiro,285.89
fazenda vilanova,157.8
sao sebastiao da boa vista,198.9
guassusse,149.9
caputira,454.28
mirante da serra,120.9
materlandia,79.98
amontada,45.9
ribeiro junqueira,149.0
sao sebastiao do rio verde,278.0
pirapo,75.27
putinga,144.8
piata,80.97999999999999
abare,185.19
mascote,122.4
itapaci,237.8
fernao,29.0
anhandui,69.0
quintana,353.0
brasilandia,59.9
bodo,48.9
banabuiu,79.0
rio dos indios,79.9
itaoca,460.70000000000005
cotegipe,84.99
icatu,778.0
independencia,110.0
bandeira do sul,414.9
vista alegre do alto,272.99
domiciano ribeiro,114.89
galia,199.0
conceicao da barra,306.87
sao joaquim do monte,79.0
estiva,10.9
buritirama,251.9
ibiaca,278.89
pugmil,114.9
senhora de oliveira,116.9
panelas,161.79000000000002
santana do sobrado,36.9
tutoia,449.89
itamira,55.9
coruripe,1222.3
andrequice,199.0
tres irmaos,139.8
meleiro,210.8
santo amaro das brotas,19.9
sao bras do suacui,95.99000000000001
cajuri,53.9
tecainda,149.99
ponte serrada,423.9
macambira,173.9
ourem,31.9
flores de goias,24.99
indiara,369.90999999999997
frei gaspar,74.9
paial,139.99
carolina,429.79999999999995
bemposta,32.0
cascalho rico,69.0
tocos do moji,55.0
pindorama do tocantins,99.66
guariroba,289.99
agudo,17.0
jerico,75.0
arneiroz,349.6
sao joao das missoes,119.99
esmeralda,145.0
sao vendelino,21.99
matoes,72.0
espigao,74.89
simao pereira,149.0
matoes do norte,698.9
tamandare,49.0
vale real,210.53
uniao do sul,220.7
machadinho,48.0
epitaciolandia,92.34
palmeirinha,58.919999999999995
capela do alto,833.99
ajuricaba,191.9
quipapa,230.0
oliveira dos brejinhos,138.9
setubinha,265.89
sao jose do hortencio,322.89
cerro grande,52.9
lagoa do piaui,84.99
rondon,262.98
presidente nereu,52.99
itaguacu da bahia,249.7
graccho cardoso,610.0
bela vista de minas,119.9
constantina,330.0
santana do itarare,53.9
canto do buriti,599.5
santa rita do itueto,59.9
sao jose do xingu,49.3
duas barras,14.89
bertopolis,65.9
mocajuba,59.9
sao miguel das matas,169.94
aquiraz,370.0
tobias barreto,209.99
cambiasca,22.99
amaraji,476.89
capivari do sul,159.0
santa cruz do timbo,30.99
manaira,90.0
tumiritinga,459.0
santa fe de minas,159.9
travesseiro,16.6
dona emma,30.21
guatapara,75.0
ararica,187.0
porto lucena,59.89
sao jose da vitoria,175.65
balsa nova,19.45
perola independente,84.9
araguacu,129.5
jabora,267.9
rio espera,149.9
ressaquinha,189.9
amargosa,54.99
porto estrela,129.9
jequeri,655.0
paranaiguara,236.89
nova roma do sul,1106.99
portela,229.9
uruoca,219.70000000000002
formigueiro,279.8
cachoeira do brumado,195.9
fagundes,198.9
presidente kennedy,238.64999999999998
ponte alta do norte,39.99
bodoquena,428.0
lagoao,156.45
conrado,104.9
guarapua,60.0
nova esperanca do sudoeste,84.99
passa tempo,120.0
jamapara,32.0
santana do deserto,190.9
tabapora,214.9
itapirapua paulista,479.79999999999995
jeriquara,129.0
ribeiropolis,65.0
matriz de camaragibe,64.0
riacho de santo antonio,129.9
pranchita,158.67
guamare,156.8
candido godoi,900.0
pardinho,272.8
anhumas,58.99
indiaroba,48.0
virginia,35.9
crominia,45.9
barra,143.9
paripiranga,77.71000000000001
arroio grande,336.77
aiuaba,109.7
sao domingos do araguaia,227.0
igrapiuna,29.99
itatiba do sul,39.9
perpetuo socorro,149.89000000000001
monte bonito,29.5
angelica,53.9
nossa senhora do o,37.0
senador salgado filho,83.8
mariapolis,111.9
pratapolis,49.99
perola,272.74
